Time,Sample,Type
0:00.233,84,+
0:00.525,189,N
0:01.181,425,N
0:01.831,659,N
0:02.469,889,N
0:03.092,1113,N
0:03.711,1336,N
0:04.314,1553,N
0:04.925,1773,N
0:05.553,1999,N
0:06.211,2236,N
0:06.878,2476,N
0:07.514,2705,N
0:08.150,2934,N
0:08.789,3164,N
0:09.414,3389,N
0:10.050,3618,N
0:10.678,3844,N
0:11.278,4060,N
0:11.922,4292,N
0:12.578,4528,N
0:13.242,4767,N
0:13.914,5009,N
0:14.572,5246,N
0:15.219,5479,N
0:15.836,5701,N
0:16.464,5927,N
0:17.069,6145,N
0:17.708,6375,N
0:18.389,6620,N
0:19.067,6864,N
0:19.736,7105,N
0:20.389,7340,N
0:21.028,7570,N
0:21.672,7802,N
0:22.331,8039,N
0:22.947,8261,N
0:23.589,8492,N
0:24.239,8726,N
0:24.906,8966,N
0:25.564,9203,N
0:26.194,9430,N
0:26.850,9666,N
0:27.514,9905,N
0:28.158,10137,N
0:28.814,10373,N
0:29.442,10599,N
0:30.119,10843,N
0:30.831,11099,N
0:31.533,11352,N
0:32.206,11594,N
0:32.858,11829,N
0:33.517,12066,N
0:34.172,12302,N
0:34.800,12528,N
0:35.436,12757,N
0:36.125,13005,N
0:36.794,13246,N
0:37.464,13487,N
0:38.108,13719,N
0:38.756,13952,N
0:39.406,14186,N
0:40.033,14412,N
0:40.661,14638,N
0:41.244,14848,N
0:41.875,15075,N
0:42.544,15316,N
0:43.200,15552,N
0:43.833,15780,N
0:44.494,16018,N
0:45.128,16246,N
0:45.756,16472,N
0:46.361,16690,N
0:46.972,16910,N
0:47.625,17145,N
0:48.278,17380,N
0:48.936,17617,N
0:49.575,17847,N
0:50.208,18075,N
0:50.839,18302,N
0:51.450,18522,N
0:52.078,18748,N
0:52.703,18973,N
0:53.189,19148,A
0:53.900,19404,N
0:54.553,19639,N
0:55.203,19873,N
0:55.853,20107,N
0:56.483,20334,N
0:57.106,20558,N
0:57.722,20780,N
0:58.322,20996,N
0:58.919,21211,N
0:59.533,21432,N
1:00.183,21666,N
1:00.864,21911,N
1:01.550,22158,N
1:02.189,22388,N
1:02.825,22617,N
1:03.439,22838,N
