Time,Sample,Type
0:00.200,72,+
0:00.525,189,N
0:01.661,598,N
0:02.794,1006,N
0:03.911,1408,N
0:05.094,1834,N
0:06.247,2249,N
0:07.436,2677,N
0:08.625,3105,N
0:09.803,3529,N
0:10.994,3958,N
0:12.172,4382,N
0:13.333,4800,N
0:14.553,5239,N
0:15.758,5673,N
0:16.939,6098,N
0:18.194,6550,N
0:19.397,6983,N
0:20.642,7431,N
0:21.864,7871,N
0:23.111,8320,N
0:24.356,8768,N
0:25.581,9209,N
0:26.806,9650,N
0:27.997,10079,N
0:29.219,10519,N
0:30.358,10929,N
0:31.517,11346,N
0:32.667,11760,N
0:33.831,12179,N
0:35.061,12622,N
0:36.292,13065,N
0:37.503,13501,N
0:38.761,13954,N
0:39.967,14388,N
0:41.225,14841,N
0:42.453,15283,N
0:43.650,15714,N
0:44.867,16152,N
0:46.056,16580,N
0:47.283,17022,N
0:48.478,17452,N
0:49.697,17891,N
0:50.964,18347,N
0:52.150,18774,N
0:53.406,19226,N
0:54.650,19674,N
0:55.853,20107,N
0:57.064,20543,N
0:58.286,20983,N
0:59.500,21420,N
1:00.708,21855,N
1:01.942,22299,N
1:03.153,22735,N
1:04.364,23171,N
1:05.606,23618,N
1:06.797,24047,N
1:08.022,24488,N
1:09.175,24903,N
1:10.375,25335,N
1:11.544,25756,N
1:12.700,26172,N
1:13.925,26613,N
1:15.100,27036,N
1:16.322,27476,N
1:17.489,27896,N
1:18.714,28337,N
1:19.939,28778,N
1:21.117,29202,N
1:22.353,29647,N
1:23.472,30050,N
1:24.683,30486,N
1:25.861,30910,N
1:27.069,31345,N
1:28.297,31787,N
1:29.528,32230,N
1:30.789,32684,N
1:31.992,33117,N
1:33.250,33570,N
1:34.458,34005,N
1:35.711,34456,N
1:36.914,34889,N
1:38.133,35328,N
1:39.333,35760,N
1:40.514,36185,N
1:41.747,36629,N
1:42.967,37068,N
1:44.172,37502,N
1:45.400,37944,N
1:46.594,38374,N
1:47.783,38802,N
1:48.944,39220,N
1:50.167,39660,N
1:51.344,40084,N
1:52.544,40516,N
1:53.769,40957,N
1:54.972,41390,N
1:56.192,41829,N
1:57.367,42252,N
1:58.592,42693,N
1:59.767,43116,N
2:00.953,43543,N
2:02.133,43968,N
2:03.283,44382,N
2:04.475,44811,N
2:05.639,45230,N
2:06.842,45663,N
2:08.036,46093,N
2:09.231,46523,N
2:10.467,46968,N
2:11.661,47398,N
2:12.844,47824,N
2:14.058,48261,N
2:15.244,48688,N
2:16.483,49134,N
2:17.697,49571,N
2:18.906,50006,N
2:20.108,50439,N
2:21.283,50862,N
2:22.506,51302,N
2:23.669,51721,N
2:24.861,52150,N
2:26.047,52577,N
2:27.178,52984,N
2:28.375,53415,N
2:29.556,53840,N
2:30.744,54268,N
2:31.933,54696,N
2:33.125,55125,N
2:34.331,55559,N
2:35.519,55987,N
2:36.675,56403,N
2:37.850,56826,N
2:39.011,57244,N
2:40.167,57660,N
2:41.394,58102,N
2:42.600,58536,N
2:43.889,59000,N
2:45.125,59445,N
2:46.381,59897,N
2:47.614,60341,N
2:48.847,60785,N
2:50.108,61239,N
2:51.328,61678,N
2:52.592,62133,N
2:53.794,62566,N
2:55.031,63011,N
2:56.211,63436,N
2:57.411,63868,N
2:58.611,64300,N
2:59.764,64715,N
3:00.936,65137,N
3:02.125,65565,N
3:03.264,65975,N
3:04.444,66400,N
3:05.608,66819,N
3:06.803,67249,N
3:07.967,67668,N
3:09.147,68093,N
3:10.353,68527,N
3:11.489,68936,N
3:12.681,69365,N
3:13.869,69793,N
3:15.044,70216,N
3:16.269,70657,N
3:17.425,71073,N
3:18.633,71508,N
3:19.794,71926,N
3:20.997,72359,N
3:22.200,72792,N
3:23.372,73214,N
3:24.592,73653,N
3:25.781,74081,N
3:26.986,74515,N
3:28.200,74952,N
3:29.378,75376,N
3:30.561,75802,N
3:31.717,76218,N
3:32.875,76635,N
3:34.078,77068,N
3:35.206,77474,N
3:36.381,77897,N
3:37.553,78319,N
3:38.681,78725,N
3:39.847,79145,N
3:40.981,79553,N
3:42.136,79969,N
3:43.281,80381,N
3:44.428,80794,N
3:45.625,81225,N
3:46.781,81641,N
3:47.978,82072,N
3:49.150,82494,N
3:50.353,82927,N
3:51.528,83350,N
3:52.708,83775,N
3:53.903,84205,N
3:55.072,84626,N
3:56.228,85042,N
3:57.408,85467,N
3:58.553,85879,N
3:59.733,86304,N
4:00.900,86724,N
4:02.097,87155,N
4:03.308,87591,N
4:04.500,88020,N
4:05.756,88472,N
4:06.942,88899,N
4:08.150,89334,N
4:09.353,89767,N
4:10.531,90191,N
4:11.769,90637,N
4:12.953,91063,N
