Time,Sample,Type
0:00.089,32,+
0:00.858,309,N
0:01.397,503,V
0:02.714,977,N
0:03.653,1315,N
0:04.586,1651,N
0:05.475,1971,N
0:06.372,2294,N
0:06.911,2488,V
0:08.211,2956,N
0:09.156,3296,N
0:10.036,3613,N
0:10.897,3923,N
0:11.825,4257,N
0:12.356,4448,V
0:13.628,4906,N
0:14.553,5239,N
0:15.422,5552,N
0:16.339,5882,N
0:17.250,6210,N
0:18.114,6521,N
0:19.067,6864,N
0:20.000,7200,N
0:20.867,7512,N
0:21.139,7610,+
0:21.414,7709,V
0:22.717,8178,N
0:23.269,8377,V
0:24.611,8860,N
0:25.144,9052,V
0:26.475,9531,N
0:27.044,9736,V
0:28.317,10194,N
0:28.947,10421,V
0:30.186,10867,N
0:30.736,11065,V
0:31.403,11305,+
0:32.069,11545,N
0:32.953,11863,N
0:33.850,12186,N
0:34.728,12502,N
0:35.567,12804,N
0:35.836,12901,+
0:36.108,12999,V
0:37.394,13462,N
0:37.936,13657,V
0:39.222,14120,N
0:39.792,14325,V
0:41.078,14788,N
0:41.614,14981,V
0:42.267,15216,+
0:42.919,15451,N
0:43.800,15768,N
0:44.667,16080,N
0:45.569,16405,N
0:46.444,16720,N
0:46.967,16908,V
0:48.308,17391,N
0:49.228,17722,N
0:49.758,17913,V
0:51.078,18388,N
0:52.017,18726,N
0:52.558,18921,V
0:53.897,19403,N
0:54.489,19616,V
0:55.844,20104,N
0:56.769,20437,N
0:57.033,20532,+
0:57.300,20628,V
0:58.617,21102,N
0:59.156,21296,V
1:00.453,21763,N
1:01.028,21970,V
1:01.639,22190,+
1:02.253,22411,N
1:03.178,22744,N
1:04.061,23062,N
1:04.947,23381,N
1:05.894,23722,N
1:06.817,24054,N
1:07.794,24406,N
1:08.742,24747,N
1:09.639,25070,N
1:10.175,25263,V
1:11.544,25756,N
1:12.422,26072,N
1:13.339,26402,N
1:14.247,26729,N
1:15.131,27047,N
1:16.017,27366,N
1:16.931,27695,N
1:17.453,27883,V
1:18.808,28371,N
1:19.772,28718,N
1:20.708,29055,N
1:21.600,29376,N
1:22.511,29704,N
1:22.811,29812,+
1:23.083,29910,V
1:24.406,30386,N
1:24.931,30575,V
1:26.294,31066,N
1:26.839,31262,V
1:27.483,31494,+
1:28.131,31727,N
1:29.064,32063,N
1:29.931,32375,N
1:30.825,32697,N
1:31.736,33025,N
1:32.622,33344,N
1:33.519,33667,N
1:34.447,34001,N
1:35.358,34329,N
1:36.269,34657,N
1:37.208,34995,N
1:38.161,35338,N
1:39.072,35666,N
1:40.042,36015,N
1:40.983,36354,N
1:41.900,36684,N
1:42.856,37028,N
1:43.767,37356,N
1:44.669,37681,N
1:45.631,38027,N
1:46.536,38353,N
1:47.431,38675,N
1:48.375,39015,N
1:49.278,39340,N
1:50.161,39658,N
1:51.067,39984,N
1:51.944,40300,N
1:52.853,40627,N
1:53.756,40952,N
1:54.661,41278,N
1:55.578,41608,N
1:56.489,41936,N
1:57.017,42126,V
1:58.319,42595,N
1:59.242,42927,N
2:00.136,43249,N
2:01.006,43562,N
2:01.892,43881,N
2:02.794,44206,N
2:03.658,44517,N
2:04.539,44834,N
2:05.081,45029,V
2:06.367,45492,N
2:07.311,45832,N
2:08.222,46160,N
2:09.114,46481,N
2:10.039,46814,N
2:10.922,47132,N
2:11.189,47228,+
2:11.458,47325,V
2:12.764,47795,N
2:13.308,47991,V
2:14.619,48463,N
2:15.275,48699,V
2:15.914,48929,+
2:16.522,49148,N
2:17.472,49490,N
2:18.353,49807,N
2:18.897,50003,V
2:20.189,50468,N
2:21.097,50795,N
2:21.625,50985,V
2:22.944,51460,N
2:23.856,51788,N
2:24.764,52115,N
2:25.650,52434,N
2:26.519,52747,N
2:27.058,52941,V
2:28.353,53407,N
2:29.311,53752,N
2:30.219,54079,N
2:31.097,54395,N
2:32.017,54726,N
2:32.908,55047,N
2:33.794,55366,N
2:34.717,55698,N
2:35.608,56019,N
2:36.492,56337,N
2:37.422,56672,N
2:38.294,56986,N
2:38.814,57173,V
2:40.144,57652,N
2:41.031,57971,N
2:41.544,58156,V
2:42.844,58624,N
2:43.731,58943,N
2:44.267,59136,V
2:45.531,59591,N
2:46.083,59790,V
2:47.381,60257,N
2:48.250,60570,N
2:48.758,60753,V
2:50.022,61208,N
2:50.881,61517,N
2:51.792,61845,N
2:52.703,62173,N
2:53.589,62492,N
2:53.861,62590,+
2:54.133,62688,V
2:55.539,63194,N
2:56.442,63519,N
2:56.989,63716,V
2:58.369,64213,N
2:59.356,64568,N
2:59.892,64761,V
3:01.247,65249,N
3:02.183,65586,N
3:02.711,65776,V
3:04.033,66252,N
3:04.961,66586,N
3:05.506,66782,V
3:06.172,67022,+
3:06.839,67262,N
3:07.383,67458,V
3:08.708,67935,N
3:09.625,68265,N
3:09.889,68360,+
3:10.153,68455,V
3:11.431,68915,N
3:11.997,69119,V
3:13.286,69583,N
3:13.853,69787,V
3:15.139,70250,N
3:15.772,70478,V
3:17.031,70931,N
3:17.561,71122,V
3:18.883,71598,N
3:19.442,71799,V
3:20.092,72033,+
3:20.742,72267,N
3:21.681,72605,N
3:22.578,72928,N
3:23.472,73250,N
3:24.428,73594,N
3:25.342,73923,N
3:25.861,74110,V
3:27.208,74595,N
3:27.775,74799,V
3:29.114,75281,N
3:30.036,75613,N
3:30.922,75932,N
3:31.197,76031,+
3:31.475,76131,V
3:32.811,76612,N
3:33.353,76807,V
3:34.686,77287,N
3:35.233,77484,V
3:35.889,77720,+
3:36.544,77956,N
3:37.478,78292,N
3:38.350,78606,N
3:39.281,78941,N
3:40.208,79275,N
3:41.083,79590,N
3:42.011,79924,N
3:42.953,80263,N
3:43.892,80601,N
3:44.833,80940,N
3:45.794,81286,N
3:46.761,81634,N
3:47.286,81823,V
3:48.606,82298,N
3:49.558,82641,N
3:50.444,82960,N
3:50.981,83153,V
3:52.306,83630,N
3:52.847,83825,V
3:54.181,84305,N
3:55.094,84634,N
3:55.942,84939,N
3:56.492,85137,V
3:57.786,85603,N
3:58.056,85700,+
3:58.328,85798,V
3:59.644,86272,N
4:00.519,86587,N
4:01.064,86783,V
4:02.369,87253,N
4:03.256,87572,N
4:03.803,87769,V
4:05.106,88238,N
4:06.036,88573,N
4:06.575,88767,V
4:07.231,89003,+
4:07.889,89240,N
4:08.617,89502,V
4:09.856,89948,N
4:10.736,90265,N
4:11.272,90458,V
4:12.600,90936,N
4:13.567,91284,N
4:14.461,91606,N
4:15.328,91918,N
4:16.278,92260,N
4:16.806,92450,V
4:18.108,92919,N
4:19.064,93263,N
4:19.978,93592,N
4:20.886,93919,N
4:21.778,94240,N
4:22.306,94430,V
4:23.633,94908,N
4:24.569,95245,N
4:25.461,95566,N
4:26.336,95881,N
4:27.236,96205,N
4:27.778,96400,V
4:29.106,96878,N
4:30.039,97214,N
4:30.975,97551,N
4:31.867,97872,N
4:32.397,98063,V
4:33.703,98533,N
4:34.233,98724,V
4:35.558,99201,N
4:36.475,99531,N
4:37.350,99846,N
4:37.881,100037,V
4:39.197,100511,N
4:40.089,100832,N
4:40.975,101151,N
4:41.242,101247,+
4:41.508,101343,V
4:42.811,101812,N
4:43.361,102010,V
4:44.642,102471,N
4:45.233,102684,V
4:45.894,102922,+
4:46.528,103150,N
4:47.411,103468,N
4:47.942,103659,V
4:49.200,104112,N
4:50.072,104426,N
4:50.614,104621,V
4:51.856,105068,N
4:52.731,105383,N
4:53.039,105494,+
4:53.319,105595,V
4:54.536,106033,N
4:55.058,106221,V
4:56.389,106700,N
4:56.928,106894,V
4:58.231,107363,N
4:58.819,107575,V
4:59.461,107806,+
5:00.075,108027,N
5:01.006,108362,N
5:01.272,108458,+
5:01.539,108554,V
5:02.822,109016,N
5:03.722,109340,N
5:04.253,109531,V
5:05.547,109997,N
5:06.436,110317,N
5:06.961,110506,V
5:08.261,110974,N
5:09.167,111300,N
5:09.689,111488,V
5:10.983,111954,N
5:11.886,112279,N
5:12.419,112471,V
5:13.122,112724,+
5:13.714,112937,N
5:14.242,113127,V
5:15.553,113599,N
5:16.411,113908,N
5:17.250,114210,N
5:18.125,114525,N
5:18.969,114829,N
5:19.856,115148,N
5:20.769,115477,N
5:21.633,115788,N
5:22.156,115976,V
5:23.494,116458,N
5:24.039,116654,V
5:25.322,117116,N
5:26.225,117441,N
5:27.086,117751,N
5:27.356,117848,+
5:27.628,117946,V
5:28.922,118412,N
