Time,Sample,Type
0:00.131,47,+
0:00.264,95,/
0:00.756,272,/
0:01.581,569,/
0:02.456,884,/
0:03.350,1206,/
0:04.219,1519,/
0:05.056,1820,/
0:05.883,2118,/
0:06.706,2414,/
0:07.558,2721,/
0:08.425,3033,/
0:09.297,3347,/
0:10.169,3661,/
0:11.031,3971,/
0:11.853,4267,/
0:12.667,4560,/
0:13.500,4860,/
0:14.361,5170,/
0:15.250,5490,/
0:16.122,5804,/
0:16.969,6109,/
0:17.797,6407,/
0:18.644,6712,/
0:19.481,7013,/
0:20.328,7318,/
0:21.203,7633,/
0:22.072,7946,/
0:22.928,8254,/
0:23.753,8551,/
0:24.569,8845,/
0:25.394,9142,/
0:26.283,9462,/
0:27.169,9781,/
0:28.028,10090,/
0:28.883,10398,/
0:29.706,10694,/
0:30.539,10994,/
0:31.375,11295,/
0:32.233,11604,/
0:33.106,11918,/
0:34.000,12240,/
0:34.850,12546,/
0:35.664,12839,/
0:36.486,13135,/
0:37.308,13431,/
0:38.186,13747,/
0:39.078,14068,/
0:39.953,14383,/
0:40.800,14688,/
0:41.642,14991,/
0:42.467,15288,/
0:43.286,15583,/
0:44.136,15889,/
0:45.014,16205,/
0:45.894,16522,/
0:46.761,16834,/
0:47.578,17128,/
0:48.392,17421,/
0:49.242,17727,/
0:50.108,18039,/
0:50.983,18354,/
0:51.856,18668,/
0:52.708,18975,/
0:53.544,19276,/
0:54.378,19576,/
0:55.200,19872,/
0:56.036,20173,/
0:56.928,20494,/
0:57.814,20813,/
0:58.667,21120,/
0:59.492,21417,/
1:00.319,21715,/
1:01.150,22014,/
1:02.022,22328,/
1:02.897,22643,/
1:03.767,22956,/
1:04.631,23267,/
1:05.475,23571,/
1:06.297,23867,/
1:07.114,24161,/
1:07.961,24466,/
1:08.831,24779,/
1:09.725,25101,/
1:10.586,25411,/
1:11.417,25710,/
1:12.236,26005,/
1:13.094,26314,/
1:13.947,26621,/
1:14.806,26930,/
1:15.681,27245,/
1:16.536,27553,/
1:17.372,27854,/
1:18.200,28152,/
1:19.028,28450,/
1:19.864,28751,/
1:20.764,29075,/
1:21.642,29391,/
1:22.494,29698,/
1:23.333,30000,/
1:24.153,30295,/
1:24.992,30597,/
1:25.853,30907,/
1:26.719,31219,/
1:27.583,31530,/
1:28.467,31848,/
1:29.197,32111,V
1:30.006,32402,/
1:30.822,32696,/
1:31.667,33000,/
1:32.542,33315,/
1:33.436,33637,/
1:34.303,33949,/
1:35.136,34249,/
1:35.964,34547,/
1:36.806,34850,/
1:37.650,35154,/
1:38.506,35462,/
1:39.383,35778,/
1:40.253,36091,/
1:41.106,36398,/
1:41.922,36692,/
1:42.736,36985,/
1:43.581,37289,/
1:44.478,37612,/
1:45.361,37930,/
1:46.222,38240,/
1:47.069,38545,/
1:47.883,38838,/
1:48.714,39137,/
1:49.547,39437,/
1:50.408,39747,/
1:51.289,40064,/
1:52.183,40386,/
1:53.025,40689,/
1:53.839,40982,/
1:54.658,41277,/
1:55.494,41578,/
1:56.378,41896,/
1:57.264,42215,/
1:58.133,42528,/
1:58.975,42831,/
1:59.817,43134,/
2:00.639,43430,/
2:01.461,43726,/
2:02.322,44036,/
2:03.197,44351,/
2:04.078,44668,/
2:04.933,44976,/
2:05.758,45273,/
2:06.575,45567,/
2:07.436,45877,/
2:08.308,46191,/
2:09.172,46502,/
2:10.033,46812,/
2:10.878,47116,/
2:11.711,47416,/
2:12.539,47714,/
2:13.369,48013,/
2:14.222,48320,/
2:15.128,48646,/
2:15.997,48959,/
2:16.833,49260,/
2:17.664,49559,/
2:18.486,49855,/
2:19.328,50158,/
2:20.200,50472,/
2:21.075,50787,/
2:21.939,51098,/
2:22.811,51412,/
2:23.633,51708,/
2:24.447,52001,/
2:25.272,52298,/
2:26.125,52605,/
2:27.017,52926,/
2:27.911,53248,/
2:28.761,53554,/
2:29.575,53847,/
2:30.417,54150,/
2:31.253,54451,/
2:32.108,54759,/
2:32.975,55071,/
2:33.850,55386,/
2:34.708,55695,/
2:35.550,55998,/
2:36.364,56291,/
2:37.178,56584,/
2:38.047,56897,/
2:38.942,57219,/
2:39.819,57535,/
2:40.667,57840,/
2:41.503,58141,/
2:42.325,58437,/
2:43.164,58739,/
2:44.014,59045,/
2:44.875,59355,/
2:45.761,59674,/
2:46.633,59988,/
2:47.458,60285,/
2:48.269,60577,/
2:49.100,60876,/
2:49.950,61182,/
2:50.842,61503,/
2:51.719,61819,/
2:52.581,62129,/
2:53.411,62428,/
2:54.253,62731,/
2:55.083,63030,/
2:55.917,63330,/
2:56.789,63644,/
2:57.661,63958,/
2:58.531,64271,/
2:59.369,64573,/
3:00.189,64868,/
3:01.008,65163,/
3:01.883,65478,/
3:02.767,65796,/
3:03.631,66107,/
3:04.492,66417,/
3:05.322,66716,/
3:06.147,67013,/
3:06.986,67315,/
3:07.833,67620,/
3:08.689,67928,/
3:09.583,68250,/
3:10.450,68562,/
3:11.281,68861,/
3:12.094,69154,/
3:12.928,69454,/
3:13.786,69763,/
3:14.678,70084,/
3:15.547,70397,/
3:16.403,70705,/
3:17.244,71008,/
3:18.075,71307,/
3:18.903,71605,/
3:19.736,71905,/
3:20.614,72221,/
3:21.489,72536,/
3:22.367,72852,/
3:23.203,73153,/
3:24.019,73447,/
3:24.850,73746,/
3:25.719,74059,/
3:26.594,74374,/
3:27.458,74685,/
3:28.331,74999,/
3:29.161,75298,/
3:29.992,75597,/
3:30.811,75892,/
3:31.644,76192,/
3:32.517,76506,/
3:33.425,76833,/
3:34.292,77145,/
3:35.125,77445,/
3:35.947,77741,/
3:36.764,78035,/
3:37.619,78343,/
3:38.486,78655,/
3:39.353,78967,/
3:40.225,79281,/
3:41.089,79592,/
3:41.906,79886,/
3:42.714,80177,/
3:43.553,80479,/
3:44.417,80790,/
3:45.311,81112,/
3:46.189,81428,/
3:47.036,81733,/
3:47.856,82028,/
3:48.697,82331,/
3:49.536,82633,/
3:50.389,82940,/
3:51.267,83256,/
3:52.128,83566,/
3:52.983,83874,/
3:53.817,84174,/
3:54.636,84469,/
3:55.461,84766,/
3:56.356,85088,/
3:57.242,85407,/
3:58.097,85715,/
3:58.944,86020,/
3:59.761,86314,/
4:00.592,86613,/
4:01.436,86917,/
4:02.297,87227,/
4:03.161,87538,/
4:04.056,87860,/
4:04.897,88163,/
4:05.711,88456,/
4:06.533,88752,/
4:07.367,89052,/
4:08.244,89368,/
4:09.139,89690,/
4:10.011,90004,/
4:10.847,90305,/
4:11.683,90606,/
4:12.508,90903,/
4:13.336,91201,/
4:14.189,91508,/
4:15.067,91824,/
4:15.950,92142,/
4:16.814,92453,/
4:17.639,92750,/
4:18.447,93041,/
4:19.297,93347,/
4:19.975,93591,V
4:20.919,93931,/
4:21.778,94240,/
4:22.639,94550,/
4:23.467,94848,/
4:24.297,95147,/
4:25.117,95442,/
4:25.956,95744,/
4:26.839,96062,/
4:27.739,96386,/
4:28.600,96696,/
4:29.419,96991,/
4:30.244,97288,/
4:31.072,97586,/
4:31.933,97896,/
4:32.808,98211,/
4:33.681,98525,/
4:34.536,98833,/
4:35.389,99140,/
4:36.208,99435,/
4:37.022,99728,/
4:37.867,100032,/
4:38.739,100346,/
4:39.633,100668,/
4:40.500,100980,/
4:41.339,101282,/
4:42.153,101575,/
4:43.006,101882,/
4:43.853,102187,/
4:44.717,102498,/
4:45.586,102811,/
4:46.450,103122,/
4:47.289,103424,/
4:48.128,103726,/
4:48.950,104022,/
4:49.781,104321,/
4:50.675,104643,/
4:51.561,104962,/
4:52.425,105273,/
4:53.250,105570,/
4:54.075,105867,/
4:54.906,106166,/
4:55.767,106476,/
4:56.633,106788,/
4:57.497,107099,/
4:58.372,107414,/
4:59.217,107718,/
5:00.036,108013,/
5:00.853,108307,/
5:01.706,108614,/
5:02.583,108930,/
5:03.475,109251,/
5:04.342,109563,/
5:05.172,109862,/
5:05.997,110159,/
5:06.836,110461,/
5:07.683,110766,/
5:08.542,111075,/
5:09.422,111392,/
5:10.286,111703,/
5:11.133,112008,/
5:11.958,112305,/
5:12.778,112600,/
5:13.617,112902,/
5:14.522,113228,/
5:15.406,113546,/
5:16.258,113853,/
5:17.100,114156,/
5:17.914,114449,/
5:18.750,114750,/
5:19.594,115054,/
5:20.458,115365,/
5:21.331,115679,/
5:22.228,116002,/
5:23.067,116304,/
5:23.878,116596,/
5:24.703,116893,/
5:25.539,117194,/
5:26.422,117512,/
5:27.306,117830,/
5:28.172,118142,/
5:29.011,118444,/
5:29.856,118748,/
5:30.675,119043,/
5:31.500,119340,/
5:32.364,119651,/
5:33.239,119966,/
5:34.117,120282,/
5:34.975,120591,/
5:35.803,120889,/
5:36.617,121182,/
5:37.472,121490,/
5:38.344,121804,/
5:39.211,122116,/
5:40.081,122429,/
5:40.925,122733,/
5:41.753,123031,/
5:42.589,123332,/
5:43.419,123631,/
5:44.269,123937,/
5:45.169,124261,/
5:46.044,124576,/
5:46.886,124879,/
5:47.708,125175,/
5:48.528,125470,/
5:49.372,125774,/
5:50.250,126090,/
5:51.125,126405,/
5:51.981,126713,/
5:52.844,127024,/
5:53.672,127322,/
5:54.489,127616,/
5:55.311,127912,/
5:56.172,128222,/
5:57.064,128543,/
5:57.953,128863,/
5:58.803,129169,/
5:59.619,129463,/
6:00.453,129763,/
6:01.292,130065,/
6:02.150,130374,/
6:03.022,130688,/
6:03.894,131002,/
6:04.750,131310,/
6:05.592,131613,/
6:06.408,131907,/
6:07.222,132200,/
6:08.089,132512,/
6:08.989,132836,/
6:09.869,133153,/
6:10.711,133456,/
6:11.544,133756,/
6:12.367,134052,/
6:13.211,134356,/
6:14.056,134660,/
6:14.919,134971,/
6:15.808,135291,/
6:16.681,135605,/
6:17.508,135903,/
6:18.317,136194,/
6:19.147,136493,/
6:20.000,136800,/
6:20.897,137123,/
6:21.772,137438,/
6:22.622,137744,/
6:23.447,138041,/
6:24.292,138345,/
6:25.122,138644,/
6:25.958,138945,/
6:26.833,139260,/
6:27.703,139573,/
6:28.567,139884,/
6:29.403,140185,/
6:30.228,140482,/
6:31.050,140778,/
6:31.931,141095,/
6:32.811,141412,/
6:33.672,141722,/
6:34.531,142031,/
6:35.358,142329,/
6:36.186,142627,/
6:37.031,142931,/
6:37.878,143236,/
6:38.736,143545,/
6:39.633,143868,/
6:40.497,144179,/
6:41.328,144478,/
6:42.139,144770,/
6:42.972,145070,/
6:43.831,145379,/
6:44.719,145699,/
6:45.592,146013,/
6:46.439,146318,/
6:47.283,146622,/
6:48.111,146920,/
6:48.936,147217,/
6:49.769,147517,/
6:50.650,147834,/
6:51.533,148152,/
6:52.408,148467,/
6:53.242,148767,/
6:54.058,149061,/
6:54.892,149361,/
6:55.756,149672,/
6:56.633,149988,/
6:57.497,150299,/
6:58.367,150612,/
6:59.197,150911,/
7:00.028,151210,/
7:00.853,151507,/
7:01.689,151808,/
7:02.564,152123,/
7:03.472,152450,/
7:04.344,152764,/
7:05.169,153061,/
7:05.994,153358,/
7:06.814,153653,/
7:07.672,153962,/
7:08.539,154274,/
7:09.411,154588,/
7:10.275,154899,/
7:11.139,155210,/
7:11.958,155505,/
7:12.769,155797,/
7:13.611,156100,/
7:14.478,156412,/
7:15.372,156734,/
7:16.244,157048,/
7:17.083,157350,/
7:17.903,157645,/
7:18.747,157949,/
7:19.586,158251,/
7:20.442,158559,/
7:21.317,158874,/
7:22.183,159186,/
7:23.033,159492,/
7:23.861,159790,/
7:24.686,160087,/
7:25.517,160386,/
7:26.414,160709,/
7:27.294,161026,/
7:28.153,161335,/
7:28.997,161639,/
7:29.811,161932,/
7:30.644,162232,/
7:31.497,162539,/
7:32.356,162848,/
7:33.222,163160,/
7:34.117,163482,/
7:34.961,163786,/
7:35.772,164078,/
7:36.592,164373,/
7:37.428,164674,/
7:38.306,164990,/
7:39.197,165311,/
7:40.064,165623,/
7:40.897,165923,/
7:41.742,166227,/
7:42.561,166522,/
7:43.383,166818,/
7:44.244,167128,/
7:45.125,167445,/
7:46.003,167761,/
7:46.864,168071,/
7:47.689,168368,/
7:48.503,168661,/
7:49.356,168968,/
7:50.225,169281,/
7:51.097,169595,/
7:51.964,169907,/
7:52.811,170212,/
7:53.644,170512,/
7:54.481,170813,/
7:55.306,171110,/
7:56.150,171414,/
7:57.047,171737,/
7:57.931,172055,/
7:58.781,172361,/
7:59.600,172656,/
8:00.425,172953,/
8:01.261,173254,/
8:02.139,173570,/
8:03.006,173882,/
8:03.867,174192,/
8:04.736,174505,/
8:05.569,174805,/
8:06.389,175100,/
8:07.206,175394,/
8:08.067,175704,/
8:08.953,176023,/
8:09.839,176342,/
8:10.689,176648,/
8:11.508,176943,/
8:12.336,177241,/
8:13.183,177546,/
8:14.039,177854,/
8:14.906,178166,/
8:15.786,178483,/
8:16.633,178788,/
8:17.472,179090,/
8:18.292,179385,/
8:19.119,179683,/
8:19.972,179990,/
8:20.878,180316,/
8:21.758,180633,/
8:22.603,180937,/
8:23.433,181236,/
8:24.247,181529,/
8:25.092,181833,/
8:25.819,182095,V
8:26.744,182428,/
8:27.617,182742,/
8:28.494,183058,/
8:29.325,183357,/
8:30.133,183648,/
8:30.956,183944,/
8:31.806,184250,/
8:32.694,184570,/
8:33.583,184890,/
8:34.447,185201,/
8:35.269,185497,/
8:36.106,185798,/
8:36.933,186096,/
8:37.775,186399,/
8:38.639,186710,/
8:39.522,187028,/
8:40.392,187341,/
8:41.242,187647,/
8:42.058,187941,/
8:42.872,188234,/
8:43.736,188545,/
8:44.625,188865,/
8:45.503,189181,/
8:46.358,189489,/
8:47.197,189791,/
8:48.017,190086,/
8:48.856,190388,/
8:49.694,190690,/
8:50.553,190999,/
8:51.439,191318,/
8:52.322,191636,/
8:53.161,191938,/
8:53.972,192230,/
8:54.806,192530,/
8:55.653,192835,/
8:56.539,193154,/
8:57.408,193467,/
8:58.267,193776,/
8:59.114,194081,/
8:59.953,194383,/
9:00.778,194680,/
9:01.606,194978,/
9:02.478,195292,/
9:03.353,195607,/
9:04.228,195922,/
9:05.067,196224,/
9:05.889,196520,/
9:06.717,196818,/
9:07.583,197130,/
9:08.453,197443,/
9:09.317,197754,/
9:10.189,198068,/
9:11.022,198368,/
9:11.850,198666,/
9:12.675,198963,/
9:13.511,199264,/
9:14.375,199575,/
9:15.283,199902,/
9:16.153,200215,/
9:16.992,200517,/
9:17.814,200813,/
9:18.631,201107,/
9:19.483,201414,/
9:20.350,201726,/
9:21.222,202040,/
9:22.092,202353,/
9:22.956,202664,/
9:23.781,202961,/
9:24.586,203251,/
9:25.417,203550,/
9:26.283,203862,/
9:27.178,204184,/
9:28.050,204498,/
9:28.900,204804,/
9:29.719,205099,/
9:30.564,205403,/
9:31.397,205703,/
9:32.247,206009,/
9:33.122,206324,/
9:33.989,206636,/
9:34.847,206945,/
9:35.675,207243,/
9:36.494,207538,/
9:37.319,207835,/
9:38.214,208157,/
9:39.100,208476,/
9:39.958,208785,/
9:40.811,209092,/
9:41.628,209386,/
9:42.461,209686,/
9:43.300,209988,/
9:44.156,210296,/
9:45.025,210609,/
9:45.925,210933,/
9:46.775,211239,/
9:47.594,211534,/
9:48.414,211829,/
9:49.242,212127,/
9:50.117,212442,/
9:51.011,212764,/
