Time,Sample,Type
0:00.069,25,+
0:00.194,70,N
0:01.528,550,N
0:02.836,1021,N
0:04.161,1498,N
0:05.347,1925,N
0:06.500,2340,N
0:07.836,2821,N
0:09.053,3259,N
0:10.186,3667,N
0:11.539,4154,N
0:12.861,4630,N
0:14.086,5071,N
0:15.539,5594,N
0:16.869,6073,N
0:18.083,6510,N
0:19.419,6991,N
0:20.761,7474,N
0:22.000,7920,N
0:23.358,8409,N
0:24.700,8892,N
0:25.906,9326,N
0:27.203,9793,N
0:28.536,10273,N
0:29.758,10713,N
0:31.106,11198,N
0:32.447,11681,N
0:33.736,12145,N
0:35.097,12635,N
0:36.428,13114,N
0:37.583,13530,N
0:38.867,13992,N
0:40.106,14438,N
0:41.244,14848,N
0:42.433,15276,N
0:43.669,15721,N
0:44.753,16111,N
0:45.867,16512,N
0:47.078,16948,N
0:48.200,17352,N
0:49.275,17739,N
0:50.539,18194,N
0:51.722,18620,N
0:52.850,19026,N
0:54.144,19492,N
0:55.319,19915,N
0:56.439,20318,N
0:57.650,20754,N
0:58.792,21165,N
0:59.872,21554,N
1:01.114,22001,N
1:02.378,22456,N
1:03.536,22873,N
1:04.783,23322,N
1:05.997,23759,N
1:07.150,24174,N
1:08.381,24617,N
1:09.614,25061,N
1:10.736,25465,N
1:11.983,25914,N
1:13.194,26350,N
1:14.294,26746,N
1:15.333,27120,N
1:16.322,27476,N
1:17.333,27840,N
1:18.333,28200,N
1:19.281,28541,N
1:20.303,28909,N
1:21.358,29289,N
1:22.386,29659,N
1:23.517,30066,N
1:24.844,30544,N
1:26.114,31001,N
1:27.419,31471,N
1:28.703,31933,N
1:29.903,32365,N
1:31.108,32799,N
1:32.381,33257,N
1:33.539,33674,N
1:34.725,34101,N
1:35.961,34546,N
1:37.092,34953,N
1:38.258,35373,N
1:39.658,35877,N
1:40.844,36304,N
1:41.978,36712,N
1:43.381,37217,N
1:44.564,37643,N
1:45.642,38031,N
1:46.650,38394,N
1:47.619,38743,N
1:48.619,39103,N
1:49.667,39480,N
1:50.675,39843,N
1:51.739,40226,N
1:52.847,40625,N
1:53.936,41017,N
1:55.311,41512,N
1:56.694,42010,N
1:58.033,42492,N
1:59.403,42985,N
2:00.611,43420,N
2:01.844,43864,N
2:03.142,44331,N
2:04.308,44751,N
2:05.394,45142,N
2:06.556,45560,N
2:07.800,46008,N
