Time,Sample,Type
0:00.050,18,+
0:00.264,95,N
0:00.703,253,N
0:01.328,478,N
0:01.869,673,N
0:02.425,873,N
0:02.989,1076,N
0:03.533,1272,N
0:04.072,1466,N
0:04.597,1655,N
0:05.136,1849,N
0:05.686,2047,N
0:06.211,2236,N
0:06.758,2433,N
0:07.311,2632,N
0:07.867,2832,N
0:08.392,3021,N
0:08.942,3219,N
0:09.467,3408,N
0:10.008,3603,N
0:10.572,3806,N
0:11.131,4007,N
0:11.667,4200,N
0:12.225,4401,N
0:12.756,4592,N
0:13.292,4785,N
0:13.822,4976,N
0:14.367,5172,N
0:14.928,5374,N
0:15.475,5571,N
0:16.031,5771,N
0:16.564,5963,N
0:17.100,6156,N
0:17.631,6347,N
0:18.175,6543,N
0:18.728,6742,N
0:19.281,6941,N
0:19.817,7134,N
0:20.369,7333,N
0:20.894,7522,N
0:21.431,7715,N
0:21.983,7914,N
0:22.519,8107,N
0:23.061,8302,N
0:23.603,8497,N
0:24.164,8699,N
0:24.717,8898,N
0:25.264,9095,N
0:25.789,9284,N
0:26.336,9481,N
0:26.892,9681,N
0:27.450,9882,N
0:27.983,10074,N
0:28.536,10273,N
0:29.061,10462,N
0:29.600,10656,N
0:30.139,10850,N
0:30.672,11042,N
0:31.211,11236,N
0:31.758,11433,N
0:32.322,11636,N
0:32.853,11827,N
0:33.392,12021,N
0:33.928,12214,N
0:34.469,12409,N
0:35.017,12606,N
0:35.578,12808,N
0:36.125,13005,N
0:36.675,13203,N
0:37.197,13391,N
0:37.736,13585,N
0:38.281,13781,N
0:38.828,13978,N
0:39.369,14173,N
0:39.914,14369,N
0:40.467,14568,N
0:41.008,14763,N
0:41.547,14957,N
0:42.072,15146,N
0:42.608,15339,N
0:43.156,15536,N
0:43.711,15736,N
0:44.247,15929,N
0:44.797,16127,N
0:45.333,16320,N
0:45.867,16512,N
0:46.406,16706,N
0:46.958,16905,N
0:47.486,17095,N
0:48.044,17296,N
0:48.608,17499,N
0:49.153,17695,N
0:49.683,17886,N
0:50.222,18080,N
0:50.756,18272,N
0:51.308,18471,N
0:51.864,18671,N
0:52.406,18866,N
0:52.947,19061,N
0:53.481,19253,N
0:54.017,19446,N
0:54.544,19636,N
0:55.094,19834,N
0:55.628,20026,N
0:56.172,20222,N
0:56.717,20418,N
0:57.264,20615,N
0:57.803,20809,N
0:58.344,21004,N
0:58.867,21192,N
0:59.408,21387,N
0:59.975,21591,N
1:00.531,21791,F
1:01.083,21990,N
1:01.622,22184,N
1:02.150,22374,N
1:02.697,22571,N
1:03.133,22728,A
1:03.758,22953,N
1:04.317,23154,N
1:04.861,23350,N
1:05.428,23554,N
1:05.956,23744,N
1:06.489,23936,N
1:07.019,24127,N
1:07.578,24328,N
1:08.128,24526,N
1:08.681,24725,N
1:09.222,24920,N
1:09.767,25116,N
1:10.292,25305,N
1:10.828,25498,N
1:11.378,25696,N
1:11.928,25894,N
1:12.478,26092,N
1:13.022,26288,N
1:13.572,26486,N
1:14.111,26680,N
1:14.669,26881,N
1:15.192,27069,N
1:15.728,27262,N
1:16.281,27461,N
1:16.839,27662,N
1:17.375,27855,N
1:17.917,28050,N
1:18.447,28241,N
1:18.986,28435,N
1:19.525,28629,N
1:20.069,28825,N
1:20.611,29020,N
1:21.156,29216,N
1:21.714,29417,N
1:22.269,29617,N
1:22.814,29813,N
1:23.350,30006,N
1:23.906,30206,N
1:24.461,30406,N
1:25.028,30610,N
1:25.558,30801,N
1:26.119,31003,N
1:26.650,31194,N
1:27.192,31389,N
1:27.739,31586,N
1:28.283,31782,N
1:28.825,31977,N
1:29.381,32177,N
1:29.939,32378,N
1:30.469,32569,N
1:31.011,32764,N
1:31.556,32960,N
1:32.092,33153,N
1:32.633,33348,N
1:33.192,33549,N
1:33.744,33748,N
1:34.292,33945,N
1:34.819,34135,N
1:35.372,34334,N
1:35.917,34530,N
1:36.464,34727,N
1:37.019,34927,N
1:37.564,35123,N
1:38.119,35323,N
1:38.672,35522,N
1:39.222,35720,N
1:39.756,35912,N
1:40.292,36105,N
1:40.844,36304,N
1:41.406,36506,N
1:41.936,36697,N
1:42.497,36899,N
1:43.019,37087,N
1:43.564,37283,N
1:44.103,37477,N
1:44.656,37676,N
1:45.197,37871,N
1:45.747,38069,N
1:46.297,38267,N
1:46.850,38466,N
1:47.392,38661,N
1:47.933,38856,N
1:48.469,39049,N
1:49.025,39249,N
1:49.575,39447,N
1:50.119,39643,N
1:50.675,39843,F
1:51.211,40036,N
1:51.750,40230,N
1:52.281,40421,N
1:52.836,40621,N
1:53.364,40811,N
1:53.906,41006,N
1:54.461,41206,N
1:55.006,41402,N
1:55.542,41595,N
1:56.083,41790,N
1:56.614,41981,N
1:57.161,42178,N
1:57.722,42380,N
1:58.283,42582,F
1:58.825,42777,N
1:59.358,42969,F
1:59.903,43165,N
2:00.450,43362,F
2:01.000,43560,N
2:01.531,43751,V
2:02.092,43953,N
2:02.664,44159,F
2:03.208,44355,N
2:03.750,44550,F
2:04.297,44747,N
2:04.831,44939,F
2:05.375,45135,N
2:05.925,45333,N
2:06.472,45530,N
2:07.025,45729,F
2:07.558,45921,N
2:08.117,46122,F
2:08.628,46306,N
2:09.186,46507,F
2:09.725,46701,N
2:10.289,46904,F
2:10.836,47101,N
2:11.378,47296,F
2:11.914,47489,N
2:12.453,47683,F
2:12.989,47876,N
2:13.536,48073,F
2:14.083,48270,N
2:14.636,48469,F
2:15.183,48666,N
2:15.725,48861,F
2:16.256,49052,N
2:16.786,49243,F
2:17.344,49444,N
2:17.864,49631,F
2:18.419,49831,N
2:18.883,49998,V
2:19.533,50232,N
2:20.064,50423,F
2:20.606,50618,N
2:21.153,50815,F
2:21.694,51010,N
2:22.250,51210,F
2:22.803,51409,N
2:23.344,51604,N
2:23.889,51800,N
2:24.428,51994,N
2:24.969,52189,N
2:25.511,52384,N
2:26.039,52574,N
2:26.600,52776,N
2:27.147,52973,N
2:27.703,53173,F
2:28.228,53362,N
2:28.778,53560,F
2:29.306,53750,N
2:29.569,53845,+
2:29.833,53940,V
2:30.392,54141,N
2:30.947,54341,V
2:31.486,54535,N
2:32.000,54720,V
2:32.281,54821,+
2:32.564,54923,N
2:33.094,55114,F
