Time,Sample,Type
0:00.058,21,+
0:00.736,265,N
0:01.597,575,N
0:02.433,876,N
0:03.278,1180,N
0:04.117,1482,N
0:04.986,1795,N
0:05.908,2127,N
0:06.789,2444,N
0:07.622,2744,N
0:08.456,3044,N
0:09.297,3347,N
0:10.131,3647,N
0:10.983,3954,N
0:11.894,4282,N
0:12.803,4609,N
0:13.719,4939,N
0:14.597,5255,N
0:15.500,5580,N
0:16.367,5892,N
0:17.267,6216,N
0:18.203,6553,N
0:19.092,6873,N
0:19.939,7178,N
0:20.781,7481,N
0:21.614,7781,N
0:22.492,8097,N
0:23.381,8417,N
0:24.275,8739,N
0:25.167,9060,N
0:26.003,9361,N
0:26.842,9663,N
0:27.675,9963,N
0:28.553,10279,N
0:29.436,10597,N
0:30.306,10910,N
0:31.175,11223,N
0:32.000,11520,N
0:32.786,11803,N
0:33.603,12097,N
0:34.431,12395,N
0:35.272,12698,N
0:36.114,13001,N
0:36.944,13300,N
0:37.772,13598,N
0:38.572,13886,N
0:39.358,14169,N
0:40.169,14461,N
0:41.025,14769,N
0:41.894,15082,N
0:42.731,15383,N
0:43.564,15683,N
0:44.381,15977,N
0:45.192,16269,N
0:46.042,16575,N
0:46.906,16886,N
0:47.831,17219,N
0:48.711,17536,N
0:49.547,17837,N
0:50.406,18146,N
0:51.236,18445,N
0:52.053,18739,N
0:52.911,19048,N
0:53.794,19366,N
0:54.689,19688,N
0:55.528,19990,N
0:56.350,20286,N
0:57.203,20593,N
0:58.036,20893,N
0:58.889,21200,N
0:59.769,21517,N
1:00.658,21837,N
1:01.489,22136,N
1:02.286,22423,N
1:03.131,22727,N
1:03.961,23026,N
1:04.797,23327,N
1:05.664,23639,N
1:06.542,23955,N
1:07.411,24268,N
1:08.225,24561,N
1:09.056,24860,N
1:09.903,25165,N
1:10.736,25465,N
1:11.592,25773,N
1:12.450,26082,N
1:13.303,26389,N
1:14.122,26684,N
1:14.928,26974,N
1:15.756,27272,N
1:16.594,27574,N
1:17.428,27874,N
1:18.294,28186,N
1:19.142,28491,N
1:19.956,28784,N
1:20.733,29064,N
1:21.511,29344,N
1:22.361,29650,N
1:23.208,29955,N
1:24.053,30259,N
1:24.928,30574,N
1:25.778,30880,N
1:26.614,31181,N
1:27.439,31478,N
1:28.311,31792,N
1:29.211,32116,N
1:30.100,32436,N
1:30.994,32758,N
1:31.847,33065,N
1:32.706,33374,N
1:33.550,33678,N
1:34.389,33980,N
1:35.300,34308,N
1:36.192,34629,N
1:37.050,34938,N
1:37.886,35239,N
1:38.722,35540,N
1:39.572,35846,N
1:40.428,36154,N
1:41.322,36476,N
1:42.233,36804,N
1:43.097,37115,N
1:43.939,37418,N
1:44.772,37718,N
1:45.628,38026,N
1:46.478,38332,N
1:47.353,38647,N
1:48.261,38974,N
1:49.122,39284,N
1:49.939,39578,N
1:50.758,39873,N
1:51.606,40178,N
1:52.444,40480,N
1:53.300,40788,N
1:54.181,41105,N
1:55.036,41413,N
1:55.850,41706,N
1:56.656,41996,N
1:57.461,42286,N
1:58.308,42591,N
1:59.169,42901,N
2:00.008,43203,N
2:00.892,43521,N
2:01.742,43827,N
2:02.536,44113,N
2:03.344,44404,N
2:04.178,44704,N
2:05.039,45014,N
2:05.897,45323,N
2:06.747,45629,N
2:07.583,45930,N
2:08.378,46216,N
2:09.161,46498,N
2:09.956,46784,N
2:10.808,47091,N
2:11.639,47390,N
2:12.453,47683,N
2:13.272,47978,N
2:14.061,48262,N
2:14.836,48541,N
2:15.628,48826,N
2:16.428,49114,N
2:17.283,49422,N
2:18.133,49728,N
2:18.956,50024,N
2:19.792,50325,N
2:20.606,50618,N
2:21.408,50907,N
2:22.250,51210,N
2:23.108,51519,N
2:24.000,51840,N
2:24.856,52148,N
2:25.686,52447,N
2:26.528,52750,N
2:27.347,53045,N
2:28.156,53336,N
2:29.003,53641,N
2:29.867,53952,N
2:30.711,54256,N
2:31.528,54550,N
2:32.333,54840,N
2:33.128,55126,N
2:33.917,55410,N
2:34.739,55706,N
2:35.569,56005,N
2:36.400,56304,N
2:37.194,56590,N
2:37.956,56864,N
2:38.742,57147,N
2:39.553,57439,N
2:40.381,57737,N
2:41.258,58053,N
2:42.153,58375,N
2:43.061,58702,N
2:43.956,59024,N
2:44.842,59343,N
2:45.722,59660,N
2:46.603,59977,N
2:47.486,60295,N
2:48.397,60623,N
2:49.283,60942,N
2:50.125,61245,N
2:50.939,61538,N
2:51.797,61847,N
2:52.667,62160,N
2:53.536,62473,N
2:54.422,62792,N
2:55.294,63106,N
2:56.147,63413,N
2:56.972,63710,N
2:57.842,64023,N
2:58.767,64356,N
2:59.675,64683,N
3:00.592,65013,N
3:01.464,65327,N
3:02.331,65639,N
3:03.164,65939,N
3:03.997,66239,N
3:04.925,66573,N
3:05.822,66896,N
3:06.694,67210,N
3:07.567,67524,N
3:08.419,67831,N
3:09.267,68136,N
3:10.117,68442,N
3:11.033,68772,N
3:11.953,69103,N
3:12.853,69427,N
3:13.722,69740,N
3:14.589,70052,N
3:15.453,70363,N
3:16.328,70678,N
3:17.250,71010,N
3:18.181,71345,N
3:19.083,71670,N
3:19.947,71981,N
3:20.797,72287,N
3:21.661,72598,N
3:22.517,72906,N
3:23.411,73228,N
3:24.331,73559,N
3:25.186,73867,N
3:26.017,74166,N
3:26.833,74460,N
3:27.683,74766,N
3:28.531,75071,N
3:29.383,75378,N
3:30.286,75703,N
3:31.142,76011,N
3:31.942,76299,N
3:32.761,76594,N
3:33.586,76891,N
3:34.425,77193,N
3:35.281,77501,N
3:36.147,77813,N
3:37.014,78125,N
3:37.819,78415,N
3:38.606,78698,N
3:39.403,78985,N
3:40.247,79289,N
3:41.094,79594,N
3:41.933,79896,N
3:42.794,80206,N
3:43.628,80506,N
3:44.425,80793,N
3:45.239,81086,N
3:46.039,81374,N
3:46.911,81688,N
3:47.764,81995,N
3:48.589,82292,N
3:49.458,82605,N
3:50.286,82903,N
3:51.078,83188,N
3:51.900,83484,N
3:52.744,83788,N
3:53.619,84103,N
3:54.456,84404,N
3:55.275,84699,N
3:56.089,84992,N
3:56.872,85274,N
3:57.631,85547,N
3:58.431,85835,N
3:59.269,86137,N
4:00.111,86440,N
4:00.928,86734,N
4:01.733,87024,N
4:02.531,87311,N
4:03.308,87591,N
4:04.089,87872,N
4:04.906,88166,N
4:05.750,88470,N
4:06.581,88769,N
4:07.378,89056,N
4:08.167,89340,N
4:08.969,89629,N
4:09.742,89907,N
4:10.539,90194,N
4:11.378,90496,N
4:12.228,90802,N
4:13.064,91103,N
4:13.856,91388,N
4:14.650,91674,N
4:15.461,91966,N
4:16.256,92252,N
4:17.083,92550,N
4:17.919,92851,N
4:18.758,93153,N
4:19.556,93440,N
4:20.331,93719,N
4:21.122,94004,N
4:21.911,94288,N
4:22.708,94575,N
4:23.542,94875,N
4:24.347,95165,N
4:25.153,95455,N
4:25.894,95722,N
4:26.606,95978,N
4:27.325,96237,N
4:28.083,96510,N
4:28.861,96790,N
4:29.661,97078,N
4:30.489,97376,N
4:31.314,97673,N
4:32.139,97970,N
4:32.933,98256,N
4:33.767,98556,N
4:34.672,98882,N
4:35.525,99189,N
4:36.375,99495,N
4:37.236,99805,N
4:38.078,100108,N
4:38.894,100402,N
4:39.694,100690,N
4:40.564,101003,N
4:41.461,101326,N
4:42.339,101642,N
4:43.222,101960,N
4:44.089,102272,N
4:44.944,102580,N
4:45.789,102884,N
4:46.669,103201,N
4:47.575,103527,N
4:48.464,103847,N
4:49.347,104165,N
4:50.208,104475,N
4:51.083,104790,N
4:51.933,105096,N
4:52.819,105415,N
4:53.772,105758,N
4:54.675,106083,N
4:55.550,106398,N
4:56.403,106705,N
4:57.275,107019,N
4:58.153,107335,N
4:59.036,107653,N
4:59.981,107993,N
5:00.889,108320,N
5:01.719,108619,N
5:02.561,108922,N
5:03.414,109229,N
5:04.272,109538,N
5:05.133,109848,N
5:06.033,110172,N
5:06.914,110489,N
5:07.756,110792,N
5:08.581,111089,N
5:09.414,111389,N
5:10.292,111705,N
5:11.169,112021,N
5:12.056,112340,N
5:12.942,112659,N
5:13.781,112961,N
5:14.606,113258,N
5:15.439,113558,N
5:16.325,113877,N
5:17.231,114203,N
5:18.128,114526,N
5:19.053,114859,N
5:19.931,115175,N
5:20.769,115477,N
5:21.617,115782,N
5:22.486,116095,N
5:23.381,116417,N
5:24.264,116735,N
5:25.144,117052,N
5:25.994,117358,N
5:26.825,117657,N
5:27.669,117961,N
5:28.536,118273,N
5:29.436,118597,N
5:30.319,118915,N
5:31.192,119229,N
5:32.056,119540,N
5:32.883,119838,N
5:33.706,120134,N
