Time,Sample,Type
0:00.167,60,+
0:00.442,159,N
0:01.153,415,N
0:01.906,686,N
0:02.514,905,N
0:03.303,1189,N
0:03.950,1422,N
0:04.503,1621,N
0:05.458,1965,N
0:06.211,2236,N
0:06.931,2495,N
0:07.558,2721,N
0:08.208,2955,N
0:08.881,3197,N
0:09.639,3470,N
0:10.550,3798,N
0:11.414,4109,N
0:12.092,4353,N
0:12.753,4591,N
0:13.464,4847,N
0:13.858,4989,N
0:14.500,5220,N
0:15.214,5477,N
0:15.800,5688,N
0:16.442,5919,N
0:16.950,6102,N
0:17.753,6391,N
0:18.433,6636,N
0:18.989,6836,N
0:19.636,7069,N
0:20.342,7323,N
0:21.150,7614,N
0:21.719,7819,N
0:22.419,8071,N
0:23.064,8303,N
0:23.650,8514,N
0:24.075,8667,N
0:24.783,8922,N
0:25.322,9116,N
0:25.969,9349,N
0:26.783,9642,N
0:27.800,10008,N
0:28.519,10267,N
0:29.225,10521,N
0:29.919,10771,N
0:30.675,11043,N
0:31.389,11300,N
0:31.872,11474,N
0:32.778,11800,N
0:33.353,12007,N
0:34.033,12252,N
0:34.594,12454,N
0:35.250,12690,N
0:35.911,12928,N
0:36.728,13222,N
0:37.639,13550,N
0:38.333,13800,N
0:38.947,14021,N
0:39.858,14349,N
0:40.597,14615,N
0:41.294,14866,N
0:41.706,15014,N
0:42.336,15241,N
0:42.972,15470,N
0:43.589,15692,N
0:44.153,15895,N
0:44.864,16151,N
0:45.575,16407,N
0:46.025,16569,N
0:46.703,16813,N
0:47.339,17042,N
0:47.975,17271,N
0:48.403,17425,N
0:48.758,17553,a
0:49.375,17775,N
0:49.883,17958,N
0:50.725,18261,N
0:51.189,18428,N
0:51.892,18681,N
0:52.567,18924,N
0:52.986,19075,N
0:53.611,19300,N
0:54.419,19591,N
0:55.069,19825,N
0:55.694,20050,N
0:56.308,20271,N
0:57.178,20584,N
0:58.075,20907,N
0:58.797,21167,N
0:59.461,21406,N
0:59.892,21561,N
1:00.400,21744,N
1:01.008,21963,N
1:01.933,22296,N
1:02.769,22597,N
1:03.206,22754,N
1:03.650,22914,N
1:04.314,23153,N
1:05.283,23502,N
1:05.717,23658,N
1:06.311,23872,N
1:07.197,24191,N
1:07.767,24396,N
1:08.447,24641,N
1:09.086,24871,N
1:09.772,25118,N
1:10.444,25360,N
1:11.175,25623,N
1:11.825,25857,N
