Time,Sample,Type
0:00.186,67,+
0:00.547,197,N
0:01.275,459,N
0:01.967,708,N
0:02.681,965,N
0:03.394,1222,N
0:04.108,1479,N
0:04.836,1741,N
0:05.597,2015,N
0:06.353,2287,N
0:07.083,2550,N
0:07.786,2803,N
0:08.478,3052,N
0:09.175,3303,N
0:09.897,3563,N
0:10.653,3835,N
0:11.394,4102,N
0:12.142,4371,N
0:12.875,4635,N
0:13.614,4901,N
0:14.317,5154,N
0:15.019,5407,N
0:15.447,5561,V
0:16.453,5923,N
0:17.208,6195,N
0:17.967,6468,N
0:18.711,6736,N
0:19.433,6996,N
0:20.128,7246,N
0:20.850,7506,N
0:21.575,7767,N
0:22.006,7922,V
0:23.028,8290,N
0:23.789,8564,N
0:24.525,8829,N
0:25.258,9093,N
0:25.972,9350,N
0:26.667,9600,N
0:27.347,9845,N
0:28.069,10105,N
0:28.833,10380,N
0:29.569,10645,N
0:30.300,10908,N
0:31.022,11168,N
0:31.733,11424,N
0:32.433,11676,N
0:33.142,11931,N
0:33.853,12187,N
0:34.581,12449,N
0:35.069,12625,V
0:36.075,12987,N
0:36.811,13252,N
0:37.519,13507,N
0:38.208,13755,N
0:38.906,14006,N
0:39.592,14253,N
0:40.325,14517,N
0:41.072,14786,N
0:41.814,15053,N
0:42.531,15311,N
0:43.264,15575,N
0:43.983,15834,N
0:44.678,16084,N
0:45.375,16335,N
0:46.083,16590,N
0:46.817,16854,N
0:47.578,17128,N
0:48.328,17398,N
0:49.056,17660,N
0:49.767,17916,N
0:50.467,18168,N
0:51.183,18426,N
0:51.894,18682,N
0:52.628,18946,N
0:53.369,19213,N
0:54.119,19483,N
0:54.853,19747,N
0:55.578,20008,N
0:56.283,20262,N
0:56.986,20515,N
0:57.678,20764,N
0:58.419,21031,N
0:58.894,21202,V
0:59.933,21576,N
1:00.661,21838,N
1:01.389,22100,N
1:02.086,22351,N
1:02.789,22604,N
1:03.500,22860,N
1:04.206,23114,N
1:04.933,23376,N
1:05.669,23641,N
1:06.433,23916,N
1:07.167,24180,N
1:07.858,24429,N
1:08.547,24677,N
1:09.006,24842,V
1:09.975,25191,N
1:10.728,25462,N
1:11.478,25732,N
1:12.214,25997,N
1:12.928,26254,N
1:13.656,26516,N
1:14.364,26771,N
1:15.056,27020,N
1:15.758,27273,N
1:16.469,27529,N
1:17.208,27795,N
1:17.961,28066,N
1:18.708,28335,N
1:19.417,28590,N
1:20.097,28835,N
1:20.803,29089,N
1:21.525,29349,N
1:22.236,29605,N
1:22.969,29869,N
1:23.714,30137,N
1:24.447,30401,N
1:25.172,30662,N
1:25.386,30739,~
1:25.881,30917,N
1:26.569,31165,N
1:26.961,31306,~
1:27.267,31416,N
1:27.969,31669,N
1:28.706,31934,N
1:29.464,32207,N
1:30.211,32476,N
1:30.931,32735,N
1:31.628,32986,N
1:32.317,33234,N
1:33.028,33490,N
1:33.747,33749,N
